#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.597687E-01   0.471236E+07   0.469228E+07  -0.263630E+02   0.481223E+02   0.000000E+00   0.470922E+07   0.470922E+07   0.470925E+07  -0.111277E+00   0.245939E+07   0.245928E+07   0.594029E+00
   0.606791E-01   0.465437E+07   0.463524E+07  -0.286026E+02   0.491013E+02   0.000000E+00   0.465138E+07   0.465138E+07   0.465141E+07  -0.109911E+00   0.242918E+07   0.242908E+07   0.545010E+00
   0.615896E-01   0.459764E+07   0.457940E+07  -0.184331E+02   0.453335E+02   0.000000E+00   0.459478E+07   0.459478E+07   0.459482E+07  -0.108574E+00   0.239962E+07   0.239953E+07   0.500613E+00
   0.625000E-01   0.454198E+07   0.452457E+07  -0.160150E+02   0.435350E+02   0.000000E+00   0.453925E+07   0.453925E+07   0.453929E+07  -0.107261E+00   0.237062E+07   0.237054E+07   0.460728E+00
   0.634105E-01   0.448723E+07   0.447058E+07  -0.931453E+01   0.433311E+02   0.000000E+00   0.448462E+07   0.448462E+07   0.448465E+07  -0.105970E+00   0.234209E+07   0.234201E+07   0.425223E+00
   0.643209E-01   0.443324E+07   0.441729E+07  -0.221013E+02   0.391315E+02   0.000000E+00   0.443074E+07   0.443074E+07   0.443077E+07  -0.104697E+00   0.231395E+07   0.231387E+07   0.393948E+00
   0.652314E-01   0.437987E+07   0.436456E+07  -0.125018E+02   0.401006E+02   0.000000E+00   0.437748E+07   0.437748E+07   0.437750E+07  -0.103439E+00   0.228613E+07   0.228606E+07   0.366734E+00
   0.661418E-01   0.432701E+07   0.431227E+07  -0.689560E+01   0.368413E+02   0.000000E+00   0.432470E+07   0.432470E+07   0.432473E+07  -0.102192E+00   0.225857E+07   0.225850E+07   0.343401E+00
   0.670523E-01   0.427454E+07   0.426031E+07  -0.120559E+02   0.357916E+02   0.000000E+00   0.427232E+07   0.427232E+07   0.427234E+07  -0.100954E+00   0.223121E+07   0.223115E+07   0.323753E+00
   0.679627E-01   0.422238E+07   0.420859E+07  -0.115313E+02   0.353798E+02   0.000000E+00   0.422023E+07   0.422023E+07   0.422025E+07  -0.997228E-01   0.220401E+07   0.220394E+07   0.307582E+00
   0.688732E-01   0.417045E+07   0.415703E+07  -0.205040E+02   0.321486E+02   0.000000E+00   0.416835E+07   0.416835E+07   0.416838E+07  -0.984971E-01   0.217692E+07   0.217686E+07   0.294673E+00
   0.697836E-01   0.411869E+07   0.410558E+07  -0.134657E+02   0.330186E+02   0.000000E+00   0.411664E+07   0.411664E+07   0.411666E+07  -0.972751E-01   0.214991E+07   0.214985E+07   0.284801E+00
   0.706941E-01   0.406704E+07   0.405418E+07  -0.155864E+02   0.301824E+02   0.000000E+00   0.406503E+07   0.406503E+07   0.406505E+07  -0.960555E-01   0.212295E+07   0.212289E+07   0.277738E+00
   0.716045E-01   0.401547E+07   0.400280E+07  -0.691107E+01   0.296315E+02   0.000000E+00   0.401349E+07   0.401349E+07   0.401351E+07  -0.948376E-01   0.209604E+07   0.209598E+07   0.273250E+00
   0.725150E-01   0.396395E+07   0.395141E+07  -0.719323E+01   0.290569E+02   0.000000E+00   0.396199E+07   0.396199E+07   0.396201E+07  -0.936208E-01   0.206914E+07   0.206908E+07   0.271101E+00
   0.734254E-01   0.391248E+07   0.390002E+07  -0.159879E+02   0.265717E+02   0.000000E+00   0.391053E+07   0.391053E+07   0.391055E+07  -0.924047E-01   0.204227E+07   0.204221E+07   0.271055E+00
   0.743359E-01   0.386103E+07   0.384860E+07  -0.265036E+01   0.273083E+02   0.000000E+00   0.385909E+07   0.385909E+07   0.385911E+07  -0.911893E-01   0.201540E+07   0.201534E+07   0.272882E+00
   0.752463E-01   0.380965E+07   0.379720E+07  -0.345709E+01   0.248409E+02   0.000000E+00   0.380770E+07   0.380770E+07   0.380772E+07  -0.899749E-01   0.198856E+07   0.198850E+07   0.276340E+00
   0.761568E-01   0.375833E+07   0.374582E+07  -0.169023E+01   0.246285E+02   0.000000E+00   0.375637E+07   0.375637E+07   0.375639E+07  -0.887621E-01   0.196176E+07   0.196169E+07   0.281205E+00
   0.770672E-01   0.370710E+07   0.369450E+07  -0.944341E+01   0.239394E+02   0.000000E+00   0.370513E+07   0.370513E+07   0.370515E+07  -0.875513E-01   0.193500E+07   0.193493E+07   0.287254E+00
   0.779776E-01   0.365600E+07   0.364327E+07  -0.108823E+02   0.220437E+02   0.000000E+00   0.365401E+07   0.365401E+07   0.365403E+07  -0.863434E-01   0.190830E+07   0.190823E+07   0.294271E+00
   0.788881E-01   0.360508E+07   0.359218E+07  -0.627853E+01   0.226431E+02   0.000000E+00   0.360306E+07   0.360306E+07   0.360308E+07  -0.851394E-01   0.188170E+07   0.188162E+07   0.302046E+00
   0.797985E-01   0.355438E+07   0.354128E+07  -0.103160E+02   0.205063E+02   0.000000E+00   0.355233E+07   0.355233E+07   0.355234E+07  -0.839406E-01   0.185520E+07   0.185513E+07   0.310381E+00
   0.807090E-01   0.350394E+07   0.349064E+07  -0.212871E+01   0.205271E+02   0.000000E+00   0.350186E+07   0.350186E+07   0.350187E+07  -0.827481E-01   0.182884E+07   0.182877E+07   0.319084E+00
   0.816194E-01   0.345384E+07   0.344030E+07  -0.929258E+01   0.197689E+02   0.000000E+00   0.345172E+07   0.345172E+07   0.345173E+07  -0.815633E-01   0.180266E+07   0.180258E+07   0.327975E+00
   0.825299E-01   0.340412E+07   0.339035E+07  -0.803288E+01   0.183469E+02   0.000000E+00   0.340197E+07   0.340197E+07   0.340198E+07  -0.803877E-01   0.177668E+07   0.177659E+07   0.336886E+00
   0.834403E-01   0.335486E+07   0.334083E+07  -0.161348E+01   0.188198E+02   0.000000E+00   0.335267E+07   0.335267E+07   0.335268E+07  -0.792227E-01   0.175093E+07   0.175084E+07   0.345661E+00
   0.843508E-01   0.330612E+07   0.329183E+07   0.121114E+01   0.169836E+02   0.000000E+00   0.330388E+07   0.330388E+07   0.330389E+07  -0.780699E-01   0.172545E+07   0.172536E+07   0.354154E+00
   0.852612E-01   0.325795E+07   0.324341E+07   0.112763E+01   0.171646E+02   0.000000E+00   0.325568E+07   0.325568E+07   0.325569E+07  -0.769309E-01   0.170028E+07   0.170019E+07   0.362233E+00
   0.861717E-01   0.321044E+07   0.319564E+07  -0.862868E+01   0.163764E+02   0.000000E+00   0.320812E+07   0.320812E+07   0.320813E+07  -0.758071E-01   0.167544E+07   0.167535E+07   0.369780E+00
   0.870821E-01   0.316363E+07   0.314859E+07  -0.201099E+01   0.153380E+02   0.000000E+00   0.316128E+07   0.316128E+07   0.316129E+07  -0.747002E-01   0.165098E+07   0.165088E+07   0.376688E+00
   0.879926E-01   0.311759E+07   0.310232E+07  -0.390282E+01   0.156994E+02   0.000000E+00   0.311520E+07   0.311520E+07   0.311521E+07  -0.736115E-01   0.162692E+07   0.162682E+07   0.382865E+00
   0.889030E-01   0.307239E+07   0.305689E+07  -0.362636E+01   0.141379E+02   0.000000E+00   0.306996E+07   0.306996E+07   0.306998E+07  -0.725425E-01   0.160329E+07   0.160319E+07   0.388231E+00
   0.898135E-01   0.302808E+07   0.301237E+07  -0.325728E+01   0.144253E+02   0.000000E+00   0.302562E+07   0.302562E+07   0.302563E+07  -0.714946E-01   0.158013E+07   0.158003E+07   0.392718E+00
   0.907239E-01   0.298470E+07   0.296881E+07  -0.864931E+01   0.136375E+02   0.000000E+00   0.298221E+07   0.298221E+07   0.298222E+07  -0.704690E-01   0.155747E+07   0.155736E+07   0.396272E+00
   0.916344E-01   0.294232E+07   0.292626E+07  -0.276610E+01   0.129102E+02   0.000000E+00   0.293980E+07   0.293980E+07   0.293981E+07  -0.694669E-01   0.153532E+07   0.153521E+07   0.398852E+00
   0.925448E-01   0.290097E+07   0.288477E+07  -0.256048E+01   0.131740E+02   0.000000E+00   0.289843E+07   0.289843E+07   0.289844E+07  -0.684893E-01   0.151371E+07   0.151360E+07   0.400428E+00
   0.934553E-01   0.286069E+07   0.284438E+07   0.297286E+01  -0.878180E+01   0.000000E+00   0.285814E+07   0.285814E+07   0.285815E+07  -0.675372E-01   0.149267E+07   0.149256E+07   0.400981E+00
   0.943657E-01   0.282153E+07   0.280512E+07  -0.216317E+01  -0.849512E+01   0.000000E+00   0.281896E+07   0.281896E+07   0.281897E+07  -0.666114E-01   0.147221E+07   0.147210E+07   0.400505E+00
   0.952762E-01   0.278350E+07   0.276704E+07  -0.520395E+01  -0.822111E+01   0.000000E+00   0.278092E+07   0.278092E+07   0.278093E+07  -0.657125E-01   0.145234E+07   0.145223E+07   0.399002E+00
   0.961866E-01   0.274663E+07   0.273014E+07   0.744876E+00  -0.795928E+01   0.000000E+00   0.274405E+07   0.274405E+07   0.274406E+07  -0.648412E-01   0.143309E+07   0.143297E+07   0.396487E+00
   0.970971E-01   0.271094E+07   0.269444E+07  -0.310704E+01  -0.770913E+01   0.000000E+00   0.270835E+07   0.270835E+07   0.270836E+07  -0.639978E-01   0.141444E+07   0.141433E+07   0.392980E+00
   0.980075E-01   0.267643E+07   0.265997E+07  -0.123925E+01  -0.747020E+01   0.000000E+00   0.267385E+07   0.267385E+07   0.267386E+07  -0.631825E-01   0.139643E+07   0.139631E+07   0.388515E+00
   0.989180E-01   0.264312E+07   0.262671E+07  -0.555851E+01  -0.724199E+01   0.000000E+00   0.264055E+07   0.264055E+07   0.264056E+07  -0.623956E-01   0.137903E+07   0.137892E+07   0.383129E+00
   0.998284E-01   0.261099E+07   0.259468E+07  -0.497509E+01  -0.702405E+01   0.000000E+00   0.260844E+07   0.260844E+07   0.260845E+07  -0.616369E-01   0.136227E+07   0.136215E+07   0.376867E+00
   0.100739E+00   0.258006E+07   0.256386E+07  -0.292606E+01  -0.681590E+01   0.000000E+00   0.257752E+07   0.257752E+07   0.257753E+07  -0.609062E-01   0.134612E+07   0.134601E+07   0.369784E+00
   0.101649E+00   0.255029E+07   0.253424E+07  -0.226466E+01  -0.661711E+01   0.000000E+00   0.254778E+07   0.254778E+07   0.254778E+07  -0.602034E-01   0.133058E+07   0.133047E+07   0.361935E+00
   0.102560E+00   0.252168E+07   0.250581E+07   0.162011E+01  -0.642722E+01   0.000000E+00   0.251919E+07   0.251919E+07   0.251920E+07  -0.595279E-01   0.131565E+07   0.131555E+07   0.353383E+00
   0.103470E+00   0.249419E+07   0.247853E+07  -0.432427E+01  -0.624580E+01   0.000000E+00   0.249174E+07   0.249174E+07   0.249175E+07  -0.588792E-01   0.130132E+07   0.130121E+07   0.344196E+00
   0.104381E+00   0.246781E+07   0.245237E+07  -0.208767E+01  -0.607242E+01   0.000000E+00   0.246539E+07   0.246539E+07   0.246540E+07  -0.582566E-01   0.128756E+07   0.128745E+07   0.334441E+00
   0.105291E+00   0.244249E+07   0.242731E+07  -0.710346E+00  -0.590666E+01   0.000000E+00   0.244011E+07   0.244011E+07   0.244012E+07  -0.576593E-01   0.127436E+07   0.127425E+07   0.324192E+00
   0.106202E+00   0.241820E+07   0.240329E+07  -0.152883E+01  -0.574813E+01   0.000000E+00   0.241587E+07   0.241587E+07   0.241587E+07  -0.570864E-01   0.126169E+07   0.126159E+07   0.313522E+00
   0.107112E+00   0.239490E+07   0.238028E+07  -0.240302E+01  -0.559643E+01   0.000000E+00   0.239261E+07   0.239261E+07   0.239262E+07  -0.565369E-01   0.124955E+07   0.124945E+07   0.302505E+00
   0.108022E+00   0.237254E+07   0.235824E+07  -0.549824E+01  -0.545117E+01   0.000000E+00   0.237030E+07   0.237030E+07   0.237031E+07  -0.560097E-01   0.123790E+07   0.123780E+07   0.291217E+00
   0.108933E+00   0.235108E+07   0.233710E+07  -0.331373E+01  -0.531199E+01   0.000000E+00   0.234889E+07   0.234889E+07   0.234889E+07  -0.555037E-01   0.122671E+07   0.122662E+07   0.279731E+00
   0.109843E+00   0.233045E+07   0.231681E+07  -0.445511E+01  -0.517854E+01   0.000000E+00   0.232832E+07   0.232832E+07   0.232832E+07  -0.550176E-01   0.121597E+07   0.121588E+07   0.268122E+00
   0.110754E+00   0.231062E+07   0.229732E+07  -0.122363E+01  -0.505046E+01   0.000000E+00   0.230854E+07   0.230854E+07   0.230854E+07  -0.545502E-01   0.120564E+07   0.120555E+07   0.256461E+00
   0.111664E+00   0.229151E+07   0.227858E+07  -0.136061E+01  -0.492743E+01   0.000000E+00   0.228949E+07   0.228949E+07   0.228949E+07  -0.541001E-01   0.119569E+07   0.119561E+07   0.244819E+00
   0.112575E+00   0.227308E+07   0.226051E+07  -0.372279E+01  -0.480914E+01   0.000000E+00   0.227111E+07   0.227111E+07   0.227112E+07  -0.536659E-01   0.118609E+07   0.118601E+07   0.233262E+00
   0.113485E+00   0.225527E+07   0.224307E+07  -0.202667E+01  -0.469528E+01   0.000000E+00   0.225336E+07   0.225336E+07   0.225337E+07  -0.532464E-01   0.117682E+07   0.117674E+07   0.221855E+00
   0.114396E+00   0.223802E+07   0.222619E+07  -0.125807E+01  -0.458557E+01   0.000000E+00   0.223617E+07   0.223617E+07   0.223617E+07  -0.528401E-01   0.116784E+07   0.116777E+07   0.210658E+00
   0.115306E+00   0.222127E+07   0.220981E+07  -0.128254E+00  -0.447973E+01   0.000000E+00   0.221947E+07   0.221947E+07   0.221948E+07  -0.524456E-01   0.115912E+07   0.115905E+07   0.199728E+00
   0.116216E+00   0.220496E+07   0.219386E+07  -0.405971E+01  -0.437752E+01   0.000000E+00   0.220322E+07   0.220322E+07   0.220323E+07  -0.520616E-01   0.115063E+07   0.115057E+07   0.189118E+00
   0.117127E+00   0.218903E+07   0.217830E+07  -0.364858E+01  -0.427868E+01   0.000000E+00   0.218736E+07   0.218736E+07   0.218736E+07  -0.516867E-01   0.114235E+07   0.114228E+07   0.178877E+00
   0.118037E+00   0.217344E+07   0.216306E+07  -0.374168E+01  -0.418300E+01   0.000000E+00   0.217182E+07   0.217182E+07   0.217182E+07  -0.513196E-01   0.113423E+07   0.113417E+07   0.169047E+00
   0.118948E+00   0.215813E+07   0.214809E+07  -0.352896E+01  -0.409025E+01   0.000000E+00   0.215656E+07   0.215656E+07   0.215656E+07  -0.509590E-01   0.112626E+07   0.112620E+07   0.159668E+00
   0.119858E+00   0.214304E+07   0.213334E+07  -0.117005E+01  -0.400025E+01   0.000000E+00   0.214152E+07   0.214152E+07   0.214152E+07  -0.506036E-01   0.111841E+07   0.111835E+07   0.150774E+00
   0.120769E+00   0.212812E+07   0.211874E+07  -0.332323E+01  -0.391280E+01   0.000000E+00   0.212665E+07   0.212665E+07   0.212666E+07  -0.502523E-01   0.111064E+07   0.111059E+07   0.142394E+00
   0.121679E+00   0.211333E+07   0.210426E+07  -0.243210E+01  -0.382774E+01   0.000000E+00   0.211191E+07   0.211191E+07   0.211192E+07  -0.499040E-01   0.110294E+07   0.110290E+07   0.134551E+00
   0.122590E+00   0.209863E+07   0.208985E+07  -0.277043E+01  -0.374491E+01   0.000000E+00   0.209725E+07   0.209725E+07   0.209726E+07  -0.495576E-01   0.109529E+07   0.109524E+07   0.127266E+00
   0.123500E+00   0.208396E+07   0.207546E+07   0.109480E+00  -0.366417E+01   0.000000E+00   0.208263E+07   0.208263E+07   0.208264E+07  -0.492122E-01   0.108765E+07   0.108761E+07   0.120551E+00
   0.124411E+00   0.206931E+07   0.206106E+07  -0.589103E+00  -0.358539E+01   0.000000E+00   0.206802E+07   0.206802E+07   0.206802E+07  -0.488668E-01   0.108002E+07   0.107998E+07   0.114417E+00
   0.125321E+00   0.205462E+07   0.204661E+07  -0.389829E+01  -0.350845E+01   0.000000E+00   0.205337E+07   0.205337E+07   0.205337E+07  -0.485206E-01   0.107237E+07   0.107233E+07   0.108868E+00
   0.126231E+00   0.203987E+07   0.203208E+07  -0.213650E+01  -0.343324E+01   0.000000E+00   0.203865E+07   0.203865E+07   0.203866E+07  -0.481729E-01   0.106468E+07   0.106465E+07   0.103903E+00
   0.127142E+00   0.202504E+07   0.201744E+07  -0.356760E+01  -0.335967E+01   0.000000E+00   0.202385E+07   0.202385E+07   0.202385E+07  -0.478231E-01   0.105695E+07   0.105692E+07   0.995183E-01
   0.128052E+00   0.201010E+07   0.200268E+07  -0.156406E+01  -0.328765E+01   0.000000E+00   0.200894E+07   0.200894E+07   0.200894E+07  -0.474707E-01   0.104916E+07   0.104913E+07   0.957054E-01
   0.128963E+00   0.199502E+07   0.198776E+07  -0.220320E+01  -0.321712E+01   0.000000E+00   0.199389E+07   0.199389E+07   0.199389E+07  -0.471151E-01   0.104131E+07   0.104127E+07   0.924517E-01
   0.129873E+00   0.197981E+07   0.197268E+07  -0.280889E+01  -0.314799E+01   0.000000E+00   0.197869E+07   0.197869E+07   0.197870E+07  -0.467561E-01   0.103337E+07   0.103333E+07   0.897410E-01
   0.130784E+00   0.196444E+07   0.195743E+07  -0.198368E+01  -0.308023E+01   0.000000E+00   0.196334E+07   0.196334E+07   0.196334E+07  -0.463933E-01   0.102535E+07   0.102532E+07   0.875539E-01
   0.131694E+00   0.194890E+07   0.194199E+07  -0.211451E+01  -0.301377E+01   0.000000E+00   0.194782E+07   0.194782E+07   0.194782E+07  -0.460265E-01   0.101725E+07   0.101721E+07   0.858676E-01
   0.132605E+00   0.193320E+07   0.192636E+07   0.125092E+01  -0.294859E+01   0.000000E+00   0.193213E+07   0.193213E+07   0.193213E+07  -0.456557E-01   0.100905E+07   0.100902E+07   0.846569E-01
   0.133515E+00   0.191733E+07   0.191055E+07  -0.145346E+01  -0.288463E+01   0.000000E+00   0.191627E+07   0.191627E+07   0.191627E+07  -0.452809E-01   0.100077E+07   0.100073E+07   0.838940E-01
   0.134425E+00   0.190129E+07   0.189455E+07  -0.214267E+01  -0.282189E+01   0.000000E+00   0.190024E+07   0.190024E+07   0.190024E+07  -0.449022E-01   0.992396E+06   0.992362E+06   0.835489E-01
   0.135336E+00   0.188510E+07   0.187838E+07  -0.163543E+01  -0.276033E+01   0.000000E+00   0.188405E+07   0.188405E+07   0.188405E+07  -0.445196E-01   0.983940E+06   0.983906E+06   0.835898E-01
   0.136246E+00   0.186875E+07   0.186204E+07  -0.189155E+01  -0.269994E+01   0.000000E+00   0.186770E+07   0.186770E+07   0.186771E+07  -0.441334E-01   0.975405E+06   0.975371E+06   0.839836E-01
   0.137157E+00   0.185227E+07   0.184555E+07  -0.781094E+00  -0.264071E+01   0.000000E+00   0.185122E+07   0.185122E+07   0.185122E+07  -0.437439E-01   0.966797E+06   0.966762E+06   0.846960E-01
   0.138067E+00   0.183567E+07   0.182892E+07  -0.252591E+01  -0.258262E+01   0.000000E+00   0.183461E+07   0.183461E+07   0.183461E+07  -0.433515E-01   0.958124E+06   0.958088E+06   0.856917E-01
   0.138978E+00   0.181896E+07   0.181217E+07  -0.150700E+01  -0.252567E+01   0.000000E+00   0.181790E+07   0.181790E+07   0.181790E+07  -0.429565E-01   0.949394E+06   0.949358E+06   0.869351E-01
   0.139888E+00   0.180216E+07   0.179532E+07  -0.211420E+01  -0.246987E+01   0.000000E+00   0.180109E+07   0.180109E+07   0.180109E+07  -0.425594E-01   0.940618E+06   0.940581E+06   0.883903E-01
   0.140799E+00   0.178530E+07   0.177840E+07  -0.506654E+00  -0.241519E+01   0.000000E+00   0.178422E+07   0.178422E+07   0.178422E+07  -0.421607E-01   0.931807E+06   0.931769E+06   0.900215E-01
   0.141709E+00   0.176839E+07   0.176143E+07   0.912290E+00  -0.236166E+01   0.000000E+00   0.176730E+07   0.176730E+07   0.176730E+07  -0.417610E-01   0.922972E+06   0.922934E+06   0.917934E-01
   0.142619E+00   0.175147E+07   0.174443E+07  -0.110233E+01  -0.230927E+01   0.000000E+00   0.175037E+07   0.175037E+07   0.175037E+07  -0.413608E-01   0.914128E+06   0.914088E+06   0.936711E-01
   0.143530E+00   0.173455E+07   0.172742E+07  -0.901913E+00  -0.225801E+01   0.000000E+00   0.173344E+07   0.173344E+07   0.173344E+07  -0.409607E-01   0.905286E+06   0.905245E+06   0.956207E-01
   0.144440E+00   0.171766E+07   0.171045E+07  -0.123753E+01  -0.220790E+01   0.000000E+00   0.171654E+07   0.171654E+07   0.171654E+07  -0.405614E-01   0.896460E+06   0.896418E+06   0.976095E-01
   0.145351E+00   0.170084E+07   0.169353E+07   0.570322E-01  -0.215894E+01   0.000000E+00   0.169969E+07   0.169969E+07   0.169970E+07  -0.401634E-01   0.887665E+06   0.887621E+06   0.996061E-01
   0.146261E+00   0.168409E+07   0.167669E+07  -0.108895E+01  -0.211114E+01   0.000000E+00   0.168294E+07   0.168294E+07   0.168294E+07  -0.397674E-01   0.878913E+06   0.878869E+06   0.101580E+00
   0.147172E+00   0.166746E+07   0.165997E+07  -0.159192E+01  -0.206448E+01   0.000000E+00   0.166629E+07   0.166629E+07   0.166629E+07  -0.393741E-01   0.870220E+06   0.870175E+06   0.103504E+00
   0.148082E+00   0.165097E+07   0.164338E+07  -0.118282E+01  -0.201897E+01   0.000000E+00   0.164978E+07   0.164978E+07   0.164978E+07  -0.389840E-01   0.861599E+06   0.861552E+06   0.105351E+00
   0.148993E+00   0.163464E+07   0.162696E+07  -0.167618E+01  -0.197462E+01   0.000000E+00   0.163344E+07   0.163344E+07   0.163344E+07  -0.385978E-01   0.853064E+06   0.853016E+06   0.107097E+00
   0.149903E+00   0.161850E+07   0.161073E+07   0.529334E+00  -0.193142E+01   0.000000E+00   0.161728E+07   0.161728E+07   0.161729E+07  -0.382161E-01   0.844628E+06   0.844579E+06   0.108720E+00
   0.150814E+00   0.160257E+07   0.159472E+07  -0.459361E-01  -0.188937E+01   0.000000E+00   0.160134E+07   0.160134E+07   0.160135E+07  -0.378394E-01   0.836303E+06   0.836253E+06   0.110199E+00
   0.151724E+00   0.158688E+07   0.157895E+07  -0.226519E+00  -0.184846E+01   0.000000E+00   0.158564E+07   0.158564E+07   0.158564E+07  -0.374683E-01   0.828102E+06   0.828051E+06   0.111516E+00
   0.152634E+00   0.157145E+07   0.156344E+07  -0.905458E+00  -0.180869E+01   0.000000E+00   0.157020E+07   0.157020E+07   0.157020E+07  -0.371034E-01   0.820036E+06   0.819985E+06   0.112656E+00
   0.153545E+00   0.155629E+07   0.154822E+07  -0.268001E+00  -0.177005E+01   0.000000E+00   0.155503E+07   0.155503E+07   0.155503E+07  -0.367450E-01   0.812116E+06   0.812064E+06   0.113606E+00
   0.154455E+00   0.154144E+07   0.153331E+07   0.726251E+00  -0.173252E+01   0.000000E+00   0.154016E+07   0.154016E+07   0.154016E+07  -0.363937E-01   0.804352E+06   0.804299E+06   0.114355E+00
   0.155366E+00   0.152689E+07   0.151871E+07  -0.134219E+01  -0.169610E+01   0.000000E+00   0.152561E+07   0.152561E+07   0.152561E+07  -0.360498E-01   0.796752E+06   0.796698E+06   0.114893E+00
   0.156276E+00   0.151267E+07   0.150446E+07  -0.708146E+00  -0.166077E+01   0.000000E+00   0.151139E+07   0.151139E+07   0.151139E+07  -0.357138E-01   0.789324E+06   0.789270E+06   0.115215E+00
   0.157187E+00   0.149880E+07   0.149055E+07  -0.148520E+01  -0.162651E+01   0.000000E+00   0.149751E+07   0.149751E+07   0.149751E+07  -0.353858E-01   0.782075E+06   0.782021E+06   0.115317E+00
   0.158097E+00   0.148528E+07   0.147701E+07  -0.668601E+00  -0.159331E+01   0.000000E+00   0.148398E+07   0.148398E+07   0.148398E+07  -0.350662E-01   0.775012E+06   0.774957E+06   0.115197E+00
   0.159008E+00   0.147211E+07   0.146384E+07   0.251658E+00  -0.156115E+01   0.000000E+00   0.147082E+07   0.147082E+07   0.147082E+07  -0.347551E-01   0.768137E+06   0.768082E+06   0.114854E+00
   0.159918E+00   0.145932E+07   0.145105E+07  -0.454608E+00  -0.153000E+01   0.000000E+00   0.145802E+07   0.145802E+07   0.145803E+07  -0.344528E-01   0.761456E+06   0.761401E+06   0.114291E+00
   0.160828E+00   0.144690E+07   0.143864E+07  -0.488293E-01  -0.149984E+01   0.000000E+00   0.144560E+07   0.144560E+07   0.144561E+07  -0.341593E-01   0.754970E+06   0.754915E+06   0.113512E+00
   0.161739E+00   0.143485E+07   0.142661E+07  -0.107891E+01  -0.147065E+01   0.000000E+00   0.143356E+07   0.143356E+07   0.143356E+07  -0.338748E-01   0.748680E+06   0.748626E+06   0.112522E+00
   0.162649E+00   0.142318E+07   0.141498E+07   0.638531E+00  -0.144240E+01   0.000000E+00   0.142190E+07   0.142190E+07   0.142190E+07  -0.335991E-01   0.742588E+06   0.742533E+06   0.111330E+00
   0.163560E+00   0.141188E+07   0.140372E+07   0.171702E+00  -0.141506E+01   0.000000E+00   0.141060E+07   0.141060E+07   0.141061E+07  -0.333323E-01   0.736691E+06   0.736637E+06   0.109944E+00
   0.164470E+00   0.140095E+07   0.139285E+07  -0.104455E+01  -0.138860E+01   0.000000E+00   0.139969E+07   0.139969E+07   0.139969E+07  -0.330743E-01   0.730988E+06   0.730935E+06   0.108374E+00
   0.165381E+00   0.139039E+07   0.138235E+07  -0.714831E+00  -0.136300E+01   0.000000E+00   0.138913E+07   0.138913E+07   0.138913E+07  -0.328249E-01   0.725476E+06   0.725424E+06   0.106632E+00
   0.166291E+00   0.138018E+07   0.137222E+07  -0.136883E+01  -0.133822E+01   0.000000E+00   0.137894E+07   0.137894E+07   0.137894E+07  -0.325840E-01   0.720152E+06   0.720099E+06   0.104732E+00
   0.167202E+00   0.137032E+07   0.136244E+07  -0.174812E+00  -0.131423E+01   0.000000E+00   0.136909E+07   0.136909E+07   0.136909E+07  -0.323513E-01   0.715009E+06   0.714958E+06   0.102685E+00
   0.168112E+00   0.136080E+07   0.135301E+07  -0.562837E+00  -0.129101E+01   0.000000E+00   0.135958E+07   0.135958E+07   0.135958E+07  -0.321266E-01   0.710043E+06   0.709992E+06   0.100507E+00
   0.169022E+00   0.135160E+07   0.134391E+07  -0.358585E+00  -0.126851E+01   0.000000E+00   0.135040E+07   0.135040E+07   0.135040E+07  -0.319096E-01   0.705246E+06   0.705197E+06   0.982137E-01
   0.169933E+00   0.134271E+07   0.133513E+07  -0.612544E+00  -0.124671E+01   0.000000E+00   0.134152E+07   0.134152E+07   0.134153E+07  -0.316999E-01   0.700613E+06   0.700564E+06   0.958194E-01
   0.170843E+00   0.133412E+07   0.132665E+07  -0.726126E+00  -0.122557E+01   0.000000E+00   0.133295E+07   0.133295E+07   0.133295E+07  -0.314973E-01   0.696134E+06   0.696086E+06   0.933404E-01
   0.171754E+00   0.132580E+07   0.131846E+07   0.638241E+00  -0.120506E+01   0.000000E+00   0.132465E+07   0.132465E+07   0.132465E+07  -0.313012E-01   0.691801E+06   0.691755E+06   0.907927E-01
   0.172664E+00   0.131775E+07   0.131053E+07  -0.339095E+00  -0.118515E+01   0.000000E+00   0.131662E+07   0.131662E+07   0.131662E+07  -0.311114E-01   0.687606E+06   0.687561E+06   0.881926E-01
   0.173575E+00   0.130994E+07   0.130285E+07  -0.682931E+00  -0.116581E+01   0.000000E+00   0.130883E+07   0.130883E+07   0.130883E+07  -0.309274E-01   0.683539E+06   0.683494E+06   0.855559E-01
   0.174485E+00   0.130236E+07   0.129540E+07  -0.111266E+01  -0.114701E+01   0.000000E+00   0.130127E+07   0.130127E+07   0.130127E+07  -0.307487E-01   0.679590E+06   0.679546E+06   0.828985E-01
   0.175396E+00   0.129498E+07   0.128816E+07  -0.761090E+00  -0.112872E+01   0.000000E+00   0.129392E+07   0.129392E+07   0.129392E+07  -0.305750E-01   0.675749E+06   0.675707E+06   0.802360E-01
   0.176306E+00   0.128780E+07   0.128111E+07  -0.503256E+00  -0.111090E+01   0.000000E+00   0.128675E+07   0.128675E+07   0.128675E+07  -0.304056E-01   0.672006E+06   0.671965E+06   0.775832E-01
