#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.554287E-01   0.476044E+07   0.473519E+07   0.864502E+01   0.588685E+02   0.000000E+00   0.475649E+07   0.475649E+07   0.475645E+07  -0.112395E+00   0.246567E+07   0.246552E+07   0.893384E+00
   0.560480E-01   0.471696E+07   0.469250E+07  -0.215212E+02   0.578178E+02   0.000000E+00   0.471313E+07   0.471313E+07   0.471309E+07  -0.111371E+00   0.244319E+07   0.244305E+07   0.844005E+00
   0.566743E-01   0.467405E+07   0.465038E+07   0.485843E+00   0.566901E+02   0.000000E+00   0.467034E+07   0.467034E+07   0.467030E+07  -0.110360E+00   0.242101E+07   0.242088E+07   0.796336E+00
   0.573075E-01   0.463167E+07   0.460878E+07  -0.102095E+02   0.554254E+02   0.000000E+00   0.462808E+07   0.462808E+07   0.462805E+07  -0.109361E+00   0.239910E+07   0.239897E+07   0.750454E+00
   0.579478E-01   0.458977E+07   0.456764E+07   0.892723E+01   0.540312E+02   0.000000E+00   0.458630E+07   0.458630E+07   0.458627E+07  -0.108374E+00   0.237744E+07   0.237732E+07   0.706433E+00
   0.588582E-01   0.453170E+07   0.451062E+07  -0.663679E+01   0.488938E+02   0.000000E+00   0.452840E+07   0.452840E+07   0.452836E+07  -0.107005E+00   0.234743E+07   0.234731E+07   0.647936E+00
   0.597687E-01   0.447690E+07   0.445683E+07  -0.125924E+02   0.501127E+02   0.000000E+00   0.447376E+07   0.447376E+07   0.447372E+07  -0.105714E+00   0.231910E+07   0.231899E+07   0.594026E+00
   0.606791E-01   0.442180E+07   0.440268E+07  -0.182369E+02   0.460479E+02   0.000000E+00   0.441881E+07   0.441881E+07   0.441878E+07  -0.104416E+00   0.229062E+07   0.229052E+07   0.545007E+00
   0.615896E-01   0.436790E+07   0.434967E+07  -0.162431E+02   0.439442E+02   0.000000E+00   0.436504E+07   0.436504E+07   0.436501E+07  -0.103145E+00   0.226274E+07   0.226265E+07   0.500610E+00
   0.625000E-01   0.431501E+07   0.429761E+07  -0.579232E+01   0.442747E+02   0.000000E+00   0.431229E+07   0.431229E+07   0.431226E+07  -0.101899E+00   0.223540E+07   0.223531E+07   0.460725E+00
   0.634105E-01   0.426299E+07   0.424636E+07  -0.200193E+02   0.397318E+02   0.000000E+00   0.426039E+07   0.426039E+07   0.426036E+07  -0.100672E+00   0.220849E+07   0.220841E+07   0.425220E+00
   0.643209E-01   0.421170E+07   0.419576E+07  -0.115021E+02   0.400965E+02   0.000000E+00   0.420920E+07   0.420920E+07   0.420918E+07  -0.994629E-01   0.218196E+07   0.218188E+07   0.393945E+00
   0.652314E-01   0.416099E+07   0.414569E+07  -0.148697E+02   0.383353E+02   0.000000E+00   0.415860E+07   0.415860E+07   0.415857E+07  -0.982671E-01   0.215572E+07   0.215565E+07   0.366732E+00
   0.661418E-01   0.411077E+07   0.409604E+07  -0.122395E+02   0.353107E+02   0.000000E+00   0.410846E+07   0.410846E+07   0.410844E+07  -0.970824E-01   0.212974E+07   0.212967E+07   0.343398E+00
   0.670523E-01   0.406092E+07   0.404670E+07   0.966463E+00   0.362614E+02   0.000000E+00   0.405870E+07   0.405870E+07   0.405867E+07  -0.959064E-01   0.210394E+07   0.210387E+07   0.323750E+00
   0.679627E-01   0.401137E+07   0.399758E+07  -0.857565E+01   0.330176E+02   0.000000E+00   0.400921E+07   0.400921E+07   0.400919E+07  -0.947370E-01   0.207828E+07   0.207822E+07   0.307579E+00
   0.688732E-01   0.396203E+07   0.394862E+07  -0.517947E+01   0.322177E+02   0.000000E+00   0.395993E+07   0.395993E+07   0.395991E+07  -0.935726E-01   0.205274E+07   0.205268E+07   0.294670E+00
   0.697836E-01   0.391285E+07   0.389975E+07  -0.785358E+01   0.320503E+02   0.000000E+00   0.391080E+07   0.391080E+07   0.391078E+07  -0.924116E-01   0.202727E+07   0.202721E+07   0.284799E+00
   0.706941E-01   0.386378E+07   0.385093E+07  -0.107626E+01   0.289212E+02   0.000000E+00   0.386177E+07   0.386177E+07   0.386175E+07  -0.912530E-01   0.200185E+07   0.200180E+07   0.277736E+00
   0.716045E-01   0.381479E+07   0.380212E+07   0.154827E+01   0.295526E+02   0.000000E+00   0.381280E+07   0.381280E+07   0.381278E+07  -0.900960E-01   0.197647E+07   0.197641E+07   0.273247E+00
   0.725150E-01   0.376584E+07   0.375331E+07  -0.123360E+02   0.277925E+02   0.000000E+00   0.376388E+07   0.376388E+07   0.376386E+07  -0.889400E-01   0.195111E+07   0.195105E+07   0.271098E+00
   0.734254E-01   0.371694E+07   0.370449E+07  -0.992505E+01   0.260754E+02   0.000000E+00   0.371499E+07   0.371499E+07   0.371497E+07  -0.877847E-01   0.192577E+07   0.192571E+07   0.271053E+00
   0.743359E-01   0.366807E+07   0.365565E+07  -0.590403E+01   0.266628E+02   0.000000E+00   0.366613E+07   0.366613E+07   0.366611E+07  -0.866300E-01   0.190044E+07   0.190038E+07   0.272879E+00
   0.752463E-01   0.361925E+07   0.360681E+07  -0.257984E+01   0.240989E+02   0.000000E+00   0.361730E+07   0.361730E+07   0.361729E+07  -0.854764E-01   0.187513E+07   0.187507E+07   0.276337E+00
   0.761568E-01   0.357050E+07   0.355800E+07  -0.100071E+02   0.239767E+02   0.000000E+00   0.356854E+07   0.356854E+07   0.356853E+07  -0.843241E-01   0.184985E+07   0.184979E+07   0.281203E+00
   0.770672E-01   0.352183E+07   0.350924E+07  -0.898203E+01   0.234629E+02   0.000000E+00   0.351986E+07   0.351986E+07   0.351985E+07  -0.831738E-01   0.182462E+07   0.182455E+07   0.287252E+00
   0.779776E-01   0.347329E+07   0.346057E+07  -0.299022E+01   0.213520E+02   0.000000E+00   0.347130E+07   0.347130E+07   0.347129E+07  -0.820263E-01   0.179945E+07   0.179938E+07   0.294269E+00
   0.788881E-01   0.342492E+07   0.341202E+07  -0.271934E+01   0.219811E+02   0.000000E+00   0.342290E+07   0.342290E+07   0.342288E+07  -0.808826E-01   0.177436E+07   0.177429E+07   0.302044E+00
   0.797985E-01   0.337675E+07   0.336367E+07   0.318988E+01   0.203347E+02   0.000000E+00   0.337470E+07   0.337470E+07   0.337469E+07  -0.797436E-01   0.174937E+07   0.174930E+07   0.310379E+00
   0.807090E-01   0.332884E+07   0.331554E+07  -0.441027E+01   0.194600E+02   0.000000E+00   0.332676E+07   0.332676E+07   0.332674E+07  -0.786107E-01   0.172452E+07   0.172444E+07   0.319082E+00
   0.816194E-01   0.328124E+07   0.326772E+07   0.188780E+00   0.197216E+02   0.000000E+00   0.327912E+07   0.327912E+07   0.327911E+07  -0.774852E-01   0.169983E+07   0.169975E+07   0.327973E+00
   0.825299E-01   0.323401E+07   0.322025E+07   0.110071E+01   0.177517E+02   0.000000E+00   0.323186E+07   0.323186E+07   0.323185E+07  -0.763683E-01   0.167533E+07   0.167525E+07   0.336884E+00
   0.834403E-01   0.318722E+07   0.317320E+07  -0.109796E+01   0.179785E+02   0.000000E+00   0.318502E+07   0.318502E+07   0.318501E+07  -0.752616E-01   0.165105E+07   0.165096E+07   0.345659E+00
   0.843508E-01   0.314091E+07   0.312664E+07   0.466357E+01   0.172730E+02   0.000000E+00   0.313868E+07   0.313868E+07   0.313867E+07  -0.741664E-01   0.162703E+07   0.162694E+07   0.354152E+00
   0.852612E-01   0.309516E+07   0.308063E+07  -0.896777E+01   0.159214E+02   0.000000E+00   0.309288E+07   0.309288E+07   0.309287E+07  -0.730843E-01   0.160329E+07   0.160320E+07   0.362231E+00
   0.861717E-01   0.305002E+07   0.303524E+07  -0.389513E+01   0.164488E+02   0.000000E+00   0.304771E+07   0.304771E+07   0.304769E+07  -0.720168E-01   0.157987E+07   0.157977E+07   0.369778E+00
   0.870821E-01   0.300555E+07   0.299053E+07   0.509954E+00   0.149991E+02   0.000000E+00   0.300320E+07   0.300320E+07   0.300319E+07  -0.709651E-01   0.155680E+07   0.155670E+07   0.376687E+00
   0.879926E-01   0.296182E+07   0.294656E+07  -0.347095E+01   0.146739E+02   0.000000E+00   0.295943E+07   0.295943E+07   0.295942E+07  -0.699309E-01   0.153411E+07   0.153401E+07   0.382864E+00
   0.889030E-01   0.291888E+07   0.290339E+07  -0.192040E+01   0.146889E+02   0.000000E+00   0.291646E+07   0.291646E+07   0.291645E+07  -0.689154E-01   0.151184E+07   0.151173E+07   0.388229E+00
   0.898135E-01   0.287678E+07   0.286109E+07  -0.848234E+01   0.132388E+02   0.000000E+00   0.287433E+07   0.287433E+07   0.287432E+07  -0.679198E-01   0.149000E+07   0.148989E+07   0.392716E+00
   0.907239E-01   0.283558E+07   0.281970E+07   0.242132E+01   0.136254E+02   0.000000E+00   0.283309E+07   0.283309E+07   0.283308E+07  -0.669455E-01   0.146862E+07   0.146851E+07   0.396271E+00
   0.916344E-01   0.279532E+07   0.277927E+07   0.314117E+01   0.128515E+02   0.000000E+00   0.279280E+07   0.279280E+07   0.279280E+07  -0.659935E-01   0.144774E+07   0.144763E+07   0.398851E+00
   0.925448E-01   0.275604E+07   0.273985E+07  -0.253109E+01   0.120664E+02   0.000000E+00   0.275350E+07   0.275350E+07   0.275349E+07  -0.650648E-01   0.142736E+07   0.142725E+07   0.400426E+00
   0.934553E-01   0.271778E+07   0.270147E+07   0.722454E+00   0.124583E+02   0.000000E+00   0.271522E+07   0.271522E+07   0.271522E+07  -0.641603E-01   0.140752E+07   0.140741E+07   0.400980E+00
   0.943657E-01   0.268057E+07   0.266418E+07  -0.115340E+01   0.112498E+02   0.000000E+00   0.267800E+07   0.267800E+07   0.267799E+07  -0.632807E-01   0.138823E+07   0.138811E+07   0.400503E+00
   0.952762E-01   0.264444E+07   0.262799E+07   0.368667E+01  -0.730954E+01   0.000000E+00   0.264187E+07   0.264187E+07   0.264186E+07  -0.624268E-01   0.136950E+07   0.136938E+07   0.399001E+00
   0.961866E-01   0.260941E+07   0.259294E+07  -0.616388E+00  -0.707673E+01   0.000000E+00   0.260684E+07   0.260684E+07   0.260683E+07  -0.615991E-01   0.135134E+07   0.135122E+07   0.396485E+00
   0.970971E-01   0.257551E+07   0.255903E+07  -0.256390E+01  -0.685431E+01   0.000000E+00   0.257293E+07   0.257293E+07   0.257292E+07  -0.607978E-01   0.133376E+07   0.133364E+07   0.392979E+00
   0.980075E-01   0.254272E+07   0.252628E+07  -0.182041E+01  -0.664185E+01   0.000000E+00   0.254015E+07   0.254015E+07   0.254014E+07  -0.600233E-01   0.131677E+07   0.131665E+07   0.388514E+00
   0.989180E-01   0.251108E+07   0.249469E+07  -0.394229E+01  -0.643894E+01   0.000000E+00   0.250851E+07   0.250851E+07   0.250850E+07  -0.592757E-01   0.130037E+07   0.130025E+07   0.383127E+00
   0.998284E-01   0.248056E+07   0.246426E+07   0.581747E+00  -0.624515E+01   0.000000E+00   0.247801E+07   0.247801E+07   0.247800E+07  -0.585549E-01   0.128456E+07   0.128444E+07   0.376866E+00
   0.100739E+00   0.245117E+07   0.243499E+07  -0.292507E+01  -0.606008E+01   0.000000E+00   0.244864E+07   0.244864E+07   0.244863E+07  -0.578608E-01   0.126933E+07   0.126922E+07   0.369782E+00
   0.101649E+00   0.242289E+07   0.240686E+07  -0.308864E+01  -0.588332E+01   0.000000E+00   0.242038E+07   0.242038E+07   0.242037E+07  -0.571931E-01   0.125468E+07   0.125457E+07   0.361934E+00
   0.102560E+00   0.239570E+07   0.237985E+07  -0.241956E+01  -0.571447E+01   0.000000E+00   0.239322E+07   0.239322E+07   0.239322E+07  -0.565514E-01   0.124060E+07   0.124050E+07   0.353382E+00
   0.103470E+00   0.236959E+07   0.235394E+07  -0.571961E-01  -0.555316E+01   0.000000E+00   0.236714E+07   0.236714E+07   0.236714E+07  -0.559352E-01   0.122708E+07   0.122698E+07   0.344195E+00
   0.104381E+00   0.234453E+07   0.232910E+07   0.283950E+01  -0.539900E+01   0.000000E+00   0.234211E+07   0.234211E+07   0.234211E+07  -0.553437E-01   0.121411E+07   0.121400E+07   0.334440E+00
   0.105291E+00   0.232047E+07   0.230530E+07  -0.298969E+01  -0.525162E+01   0.000000E+00   0.231810E+07   0.231810E+07   0.231809E+07  -0.547762E-01   0.120166E+07   0.120156E+07   0.324191E+00
   0.106202E+00   0.229740E+07   0.228250E+07  -0.993093E+00  -0.511066E+01   0.000000E+00   0.229507E+07   0.229507E+07   0.229506E+07  -0.542320E-01   0.118972E+07   0.118962E+07   0.313521E+00
   0.107112E+00   0.227526E+07   0.226065E+07   0.278633E+00  -0.497577E+01   0.000000E+00   0.227297E+07   0.227297E+07   0.227297E+07  -0.537099E-01   0.117827E+07   0.117817E+07   0.302504E+00
   0.108022E+00   0.225402E+07   0.223972E+07   0.923088E-01  -0.484661E+01   0.000000E+00   0.225178E+07   0.225178E+07   0.225177E+07  -0.532091E-01   0.116728E+07   0.116719E+07   0.291216E+00
   0.108933E+00   0.223362E+07   0.221965E+07  -0.137656E+01  -0.472286E+01   0.000000E+00   0.223143E+07   0.223143E+07   0.223143E+07  -0.527284E-01   0.115673E+07   0.115664E+07   0.279730E+00
   0.109843E+00   0.221402E+07   0.220039E+07  -0.451858E+01  -0.460420E+01   0.000000E+00   0.221189E+07   0.221189E+07   0.221189E+07  -0.522666E-01   0.114660E+07   0.114652E+07   0.268121E+00
   0.110754E+00   0.219518E+07   0.218190E+07  -0.177635E+01  -0.449032E+01   0.000000E+00   0.219310E+07   0.219310E+07   0.219309E+07  -0.518225E-01   0.113686E+07   0.113678E+07   0.256460E+00
   0.111664E+00   0.217702E+07   0.216410E+07  -0.267846E+01  -0.438093E+01   0.000000E+00   0.217500E+07   0.217500E+07   0.217500E+07  -0.513949E-01   0.112748E+07   0.112740E+07   0.244818E+00
   0.112575E+00   0.215951E+07   0.214696E+07  -0.198782E+01  -0.427575E+01   0.000000E+00   0.215755E+07   0.215755E+07   0.215754E+07  -0.509825E-01   0.111843E+07   0.111835E+07   0.233261E+00
   0.113485E+00   0.214259E+07   0.213040E+07  -0.251640E+01  -0.417451E+01   0.000000E+00   0.214068E+07   0.214068E+07   0.214068E+07  -0.505839E-01   0.110969E+07   0.110961E+07   0.221854E+00
   0.114396E+00   0.212620E+07   0.211438E+07  -0.307351E+01  -0.407696E+01   0.000000E+00   0.212435E+07   0.212435E+07   0.212434E+07  -0.501979E-01   0.110122E+07   0.110115E+07   0.210657E+00
   0.115306E+00   0.211028E+07   0.209883E+07  -0.121501E+01  -0.398286E+01   0.000000E+00   0.210849E+07   0.210849E+07   0.210848E+07  -0.498232E-01   0.109300E+07   0.109293E+07   0.199727E+00
   0.116216E+00   0.209478E+07   0.208370E+07  -0.930551E+00  -0.389197E+01   0.000000E+00   0.209305E+07   0.209305E+07   0.209305E+07  -0.494584E-01   0.108500E+07   0.108493E+07   0.189117E+00
   0.117127E+00   0.207966E+07   0.206893E+07   0.111645E+01  -0.380409E+01   0.000000E+00   0.207798E+07   0.207798E+07   0.207797E+07  -0.491022E-01   0.107718E+07   0.107712E+07   0.178876E+00
   0.118037E+00   0.206484E+07   0.205447E+07  -0.264245E+01  -0.371902E+01   0.000000E+00   0.206322E+07   0.206322E+07   0.206321E+07  -0.487535E-01   0.106953E+07   0.106947E+07   0.169046E+00
   0.118948E+00   0.205029E+07   0.204026E+07  -0.207319E+01  -0.363655E+01   0.000000E+00   0.204872E+07   0.204872E+07   0.204872E+07  -0.484109E-01   0.106201E+07   0.106196E+07   0.159667E+00
   0.119858E+00   0.203595E+07   0.202626E+07   0.233296E+00  -0.355653E+01   0.000000E+00   0.203443E+07   0.203443E+07   0.203443E+07  -0.480733E-01   0.105461E+07   0.105455E+07   0.150773E+00
   0.120769E+00   0.202178E+07   0.201240E+07  -0.144777E+01  -0.347878E+01   0.000000E+00   0.202031E+07   0.202031E+07   0.202031E+07  -0.477396E-01   0.104729E+07   0.104724E+07   0.142393E+00
   0.121679E+00   0.200773E+07   0.199866E+07  -0.154884E+01  -0.340315E+01   0.000000E+00   0.200631E+07   0.200631E+07   0.200630E+07  -0.474087E-01   0.104003E+07   0.103998E+07   0.134550E+00
   0.122590E+00   0.199375E+07   0.198498E+07  -0.493449E+01  -0.332950E+01   0.000000E+00   0.199238E+07   0.199238E+07   0.199238E+07  -0.470796E-01   0.103281E+07   0.103276E+07   0.127265E+00
   0.123500E+00   0.197982E+07   0.197132E+07  -0.158117E+01  -0.325771E+01   0.000000E+00   0.197849E+07   0.197849E+07   0.197849E+07  -0.467514E-01   0.102561E+07   0.102556E+07   0.120550E+00
   0.124411E+00   0.196590E+07   0.195765E+07  -0.749950E+00  -0.318767E+01   0.000000E+00   0.196461E+07   0.196461E+07   0.196460E+07  -0.464233E-01   0.101841E+07   0.101837E+07   0.114416E+00
   0.125321E+00   0.195194E+07   0.194393E+07  -0.328955E+01  -0.311926E+01   0.000000E+00   0.195069E+07   0.195069E+07   0.195068E+07  -0.460944E-01   0.101120E+07   0.101115E+07   0.108867E+00
   0.126231E+00   0.193793E+07   0.193014E+07  -0.128988E+01  -0.305239E+01   0.000000E+00   0.193671E+07   0.193671E+07   0.193671E+07  -0.457641E-01   0.100395E+07   0.100391E+07   0.103902E+00
   0.127142E+00   0.192384E+07   0.191625E+07  -0.258061E+01  -0.298698E+01   0.000000E+00   0.192265E+07   0.192265E+07   0.192265E+07  -0.454318E-01   0.996659E+06   0.996622E+06   0.995174E-01
   0.128052E+00   0.190964E+07   0.190223E+07   0.104632E+00  -0.292294E+01   0.000000E+00   0.190848E+07   0.190848E+07   0.190848E+07  -0.450970E-01   0.989314E+06   0.989277E+06   0.957045E-01
   0.128963E+00   0.189532E+07   0.188806E+07   0.483643E-01  -0.286023E+01   0.000000E+00   0.189418E+07   0.189418E+07   0.189418E+07  -0.447592E-01   0.981904E+06   0.981868E+06   0.924508E-01
   0.129873E+00   0.188086E+07   0.187374E+07  -0.126966E+01  -0.279877E+01   0.000000E+00   0.187975E+07   0.187975E+07   0.187975E+07  -0.444181E-01   0.974421E+06   0.974386E+06   0.897402E-01
   0.130784E+00   0.186626E+07   0.185925E+07  -0.458040E+00  -0.273852E+01   0.000000E+00   0.186516E+07   0.186516E+07   0.186516E+07  -0.440734E-01   0.966860E+06   0.966825E+06   0.875530E-01
   0.131694E+00   0.185150E+07   0.184459E+07  -0.204703E+01  -0.267944E+01   0.000000E+00   0.185042E+07   0.185042E+07   0.185042E+07  -0.437250E-01   0.959216E+06   0.959182E+06   0.858668E-01
   0.132605E+00   0.183658E+07   0.182975E+07   0.254346E+00  -0.262148E+01   0.000000E+00   0.183551E+07   0.183551E+07   0.183551E+07  -0.433728E-01   0.951489E+06   0.951456E+06   0.846561E-01
   0.133515E+00   0.182150E+07   0.181473E+07  -0.839903E+00  -0.256462E+01   0.000000E+00   0.182044E+07   0.182044E+07   0.182044E+07  -0.430167E-01   0.943678E+06   0.943645E+06   0.838932E-01
   0.134425E+00   0.180627E+07   0.179954E+07  -0.255839E+01  -0.250884E+01   0.000000E+00   0.180522E+07   0.180522E+07   0.180521E+07  -0.426569E-01   0.935784E+06   0.935751E+06   0.835481E-01
   0.135336E+00   0.179088E+07   0.178417E+07  -0.223538E+01  -0.245410E+01   0.000000E+00   0.178983E+07   0.178983E+07   0.178983E+07  -0.422934E-01   0.927811E+06   0.927777E+06   0.835890E-01
   0.136246E+00   0.177536E+07   0.176865E+07  -0.132584E+01  -0.240041E+01   0.000000E+00   0.177431E+07   0.177431E+07   0.177431E+07  -0.419266E-01   0.919763E+06   0.919729E+06   0.839828E-01
   0.137157E+00   0.175970E+07   0.175298E+07   0.274929E+00  -0.234775E+01   0.000000E+00   0.175865E+07   0.175865E+07   0.175865E+07  -0.415566E-01   0.911646E+06   0.911611E+06   0.846952E-01
   0.138067E+00   0.174393E+07   0.173718E+07  -0.203494E+01  -0.229610E+01   0.000000E+00   0.174287E+07   0.174287E+07   0.174287E+07  -0.411837E-01   0.903467E+06   0.903432E+06   0.856909E-01
   0.138978E+00   0.172805E+07   0.172127E+07  -0.124014E+01  -0.224547E+01   0.000000E+00   0.172699E+07   0.172699E+07   0.172699E+07  -0.408085E-01   0.895235E+06   0.895199E+06   0.869343E-01
   0.139888E+00   0.171210E+07   0.170527E+07  -0.109492E+00  -0.219586E+01   0.000000E+00   0.171103E+07   0.171103E+07   0.171102E+07  -0.404312E-01   0.886960E+06   0.886923E+06   0.883895E-01
   0.140799E+00   0.169608E+07   0.168919E+07   0.528353E+00  -0.214725E+01   0.000000E+00   0.169500E+07   0.169500E+07   0.169500E+07  -0.400525E-01   0.878652E+06   0.878614E+06   0.900208E-01
   0.141709E+00   0.168002E+07   0.167306E+07   0.578239E+00  -0.209965E+01   0.000000E+00   0.167893E+07   0.167893E+07   0.167893E+07  -0.396728E-01   0.870321E+06   0.870282E+06   0.917927E-01
   0.142619E+00   0.166394E+07   0.165690E+07  -0.124729E+01  -0.205307E+01   0.000000E+00   0.166284E+07   0.166284E+07   0.166284E+07  -0.392926E-01   0.861981E+06   0.861941E+06   0.936704E-01
   0.143530E+00   0.164787E+07   0.164075E+07   0.310874E+00  -0.200750E+01   0.000000E+00   0.164675E+07   0.164675E+07   0.164675E+07  -0.389125E-01   0.853643E+06   0.853602E+06   0.956200E-01
   0.144440E+00   0.163183E+07   0.162462E+07  -0.496422E+00  -0.196295E+01   0.000000E+00   0.163070E+07   0.163070E+07   0.163070E+07  -0.385331E-01   0.845321E+06   0.845279E+06   0.976088E-01
   0.145351E+00   0.161584E+07   0.160854E+07  -0.194087E+00  -0.191942E+01   0.000000E+00   0.161470E+07   0.161470E+07   0.161470E+07  -0.381551E-01   0.837028E+06   0.836984E+06   0.996054E-01
   0.146261E+00   0.159994E+07   0.159254E+07  -0.233246E+00  -0.187692E+01   0.000000E+00   0.159878E+07   0.159878E+07   0.159878E+07  -0.377789E-01   0.828775E+06   0.828731E+06   0.101580E+00
   0.147172E+00   0.158414E+07   0.157665E+07  -0.205415E+01  -0.183544E+01   0.000000E+00   0.158297E+07   0.158297E+07   0.158297E+07  -0.374052E-01   0.820578E+06   0.820533E+06   0.103504E+00
   0.148082E+00   0.156847E+07   0.156089E+07  -0.514608E+00  -0.179498E+01   0.000000E+00   0.156728E+07   0.156728E+07   0.156728E+07  -0.370346E-01   0.812449E+06   0.812402E+06   0.105351E+00
   0.148993E+00   0.155296E+07   0.154529E+07  -0.598552E+00  -0.175555E+01   0.000000E+00   0.155176E+07   0.155176E+07   0.155176E+07  -0.366678E-01   0.804401E+06   0.804353E+06   0.107097E+00
   0.149903E+00   0.153763E+07   0.152986E+07   0.365296E+00  -0.171714E+01   0.000000E+00   0.153641E+07   0.153641E+07   0.153641E+07  -0.363051E-01   0.796446E+06   0.796397E+06   0.108719E+00
   0.150814E+00   0.152250E+07   0.151465E+07  -0.569800E+00  -0.167975E+01   0.000000E+00   0.152127E+07   0.152127E+07   0.152127E+07  -0.359473E-01   0.788596E+06   0.788546E+06   0.110198E+00
   0.151724E+00   0.150759E+07   0.149966E+07  -0.115208E+01  -0.164338E+01   0.000000E+00   0.150635E+07   0.150635E+07   0.150635E+07  -0.355948E-01   0.780863E+06   0.780812E+06   0.111515E+00
   0.152634E+00   0.149293E+07   0.148493E+07   0.126584E+01  -0.160802E+01   0.000000E+00   0.149168E+07   0.149168E+07   0.149168E+07  -0.352481E-01   0.773257E+06   0.773206E+06   0.112656E+00
   0.153545E+00   0.147853E+07   0.147047E+07   0.533849E+00  -0.157367E+01   0.000000E+00   0.147727E+07   0.147727E+07   0.147727E+07  -0.349076E-01   0.765789E+06   0.765737E+06   0.113605E+00
   0.154455E+00   0.146442E+07   0.145630E+07   0.399104E+00  -0.154030E+01   0.000000E+00   0.146315E+07   0.146315E+07   0.146315E+07  -0.345739E-01   0.758468E+06   0.758414E+06   0.114354E+00
   0.155366E+00   0.145060E+07   0.144243E+07  -0.712845E+00  -0.150792E+01   0.000000E+00   0.144932E+07   0.144932E+07   0.144932E+07  -0.342472E-01   0.751301E+06   0.751247E+06   0.114893E+00
   0.156276E+00   0.143710E+07   0.142888E+07  -0.109724E+00  -0.147651E+01   0.000000E+00   0.143581E+07   0.143581E+07   0.143581E+07  -0.339279E-01   0.744297E+06   0.744243E+06   0.115215E+00
   0.157187E+00   0.142391E+07   0.141567E+07   0.777649E+00  -0.144606E+01   0.000000E+00   0.142262E+07   0.142262E+07   0.142262E+07  -0.336163E-01   0.737462E+06   0.737407E+06   0.115317E+00
   0.158097E+00   0.141107E+07   0.140281E+07  -0.928564E+00  -0.141654E+01   0.000000E+00   0.140977E+07   0.140977E+07   0.140977E+07  -0.333127E-01   0.730801E+06   0.730746E+06   0.115196E+00
   0.159008E+00   0.139856E+07   0.139029E+07  -0.336302E+00  -0.138794E+01   0.000000E+00   0.139727E+07   0.139727E+07   0.139727E+07  -0.330172E-01   0.724319E+06   0.724264E+06   0.114853E+00
   0.159918E+00   0.138641E+07   0.137814E+07  -0.113783E+01  -0.136025E+01   0.000000E+00   0.138512E+07   0.138512E+07   0.138511E+07  -0.327300E-01   0.718018E+06   0.717964E+06   0.114290E+00
   0.160828E+00   0.137461E+07   0.136635E+07  -0.323760E+00  -0.133344E+01   0.000000E+00   0.137332E+07   0.137332E+07   0.137332E+07  -0.324512E-01   0.711902E+06   0.711848E+06   0.113511E+00
   0.161739E+00   0.136316E+07   0.135493E+07   0.317669E+00  -0.130748E+01   0.000000E+00   0.136188E+07   0.136188E+07   0.136187E+07  -0.321809E-01   0.705972E+06   0.705917E+06   0.112522E+00
   0.162649E+00   0.135208E+07   0.134388E+07  -0.564826E+00  -0.128237E+01   0.000000E+00   0.135079E+07   0.135079E+07   0.135079E+07  -0.319190E-01   0.700226E+06   0.700172E+06   0.111329E+00
   0.163560E+00   0.134134E+07   0.133319E+07   0.147563E+00  -0.125806E+01   0.000000E+00   0.134007E+07   0.134007E+07   0.134007E+07  -0.316655E-01   0.694666E+06   0.694612E+06   0.109943E+00
   0.164470E+00   0.133096E+07   0.132286E+07  -0.625323E+00  -0.123454E+01   0.000000E+00   0.132969E+07   0.132969E+07   0.132969E+07  -0.314204E-01   0.689289E+06   0.689235E+06   0.108373E+00
   0.165381E+00   0.132092E+07   0.131289E+07   0.758952E+00  -0.121178E+01   0.000000E+00   0.131967E+07   0.131967E+07   0.131967E+07  -0.311835E-01   0.684091E+06   0.684038E+06   0.106632E+00
   0.166291E+00   0.131123E+07   0.130327E+07   0.754480E+00  -0.118975E+01   0.000000E+00   0.130998E+07   0.130998E+07   0.130998E+07  -0.309546E-01   0.679070E+06   0.679018E+06   0.104731E+00
   0.167202E+00   0.130186E+07   0.129399E+07  -0.718078E+00  -0.116842E+01   0.000000E+00   0.130063E+07   0.130063E+07   0.130063E+07  -0.307336E-01   0.674221E+06   0.674170E+06   0.102685E+00
   0.168112E+00   0.129281E+07   0.128503E+07  -0.254611E+00  -0.114777E+01   0.000000E+00   0.129159E+07   0.129159E+07   0.129159E+07  -0.305201E-01   0.669538E+06   0.669488E+06   0.100507E+00
   0.169022E+00   0.128407E+07   0.127639E+07  -0.396579E+00  -0.112777E+01   0.000000E+00   0.128287E+07   0.128287E+07   0.128287E+07  -0.303139E-01   0.665016E+06   0.664966E+06   0.982132E-01
   0.169933E+00   0.127563E+07   0.126805E+07   0.280188E+00  -0.110838E+01   0.000000E+00   0.127444E+07   0.127444E+07   0.127444E+07  -0.301148E-01   0.660646E+06   0.660597E+06   0.958188E-01
   0.170843E+00   0.126746E+07   0.126000E+07  -0.777821E+00  -0.108959E+01   0.000000E+00   0.126629E+07   0.126629E+07   0.126629E+07  -0.299223E-01   0.656423E+06   0.656375E+06   0.933398E-01
