#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.129299E-01   0.138943E+08   0.138790E+08   0.606226E+03   0.335707E+04   0.000000E+00   0.138919E+08   0.138919E+08   0.138897E+08  -0.328286E+00   0.720113E+07   0.720099E+07   0.344847E+01
   0.130744E-01   0.138367E+08   0.138211E+08   0.101604E+04   0.325457E+04   0.000000E+00   0.138343E+08   0.138343E+08   0.138321E+08  -0.326923E+00   0.717124E+07   0.717111E+07   0.346960E+01
   0.132204E-01   0.137787E+08   0.137628E+08   0.770020E+03   0.299338E+04   0.000000E+00   0.137762E+08   0.137762E+08   0.137740E+08  -0.325550E+00   0.714113E+07   0.714099E+07   0.349065E+01
   0.133682E-01   0.137202E+08   0.137040E+08   0.201754E+03   0.286771E+04   0.000000E+00   0.137176E+08   0.137176E+08   0.137155E+08  -0.324166E+00   0.711079E+07   0.711065E+07   0.351160E+01
   0.135175E-01   0.136612E+08   0.136447E+08  -0.142530E+02   0.294665E+04   0.000000E+00   0.136587E+08   0.136587E+08   0.136566E+08  -0.322772E+00   0.708022E+07   0.708008E+07   0.353244E+01
   0.136686E-01   0.136019E+08   0.135851E+08   0.195555E+03   0.295970E+04   0.000000E+00   0.135992E+08   0.135992E+08   0.135973E+08  -0.321367E+00   0.704942E+07   0.704928E+07   0.355317E+01
   0.138213E-01   0.135421E+08   0.135250E+08   0.321818E+03   0.275767E+04   0.000000E+00   0.135394E+08   0.135394E+08   0.135374E+08  -0.319952E+00   0.701840E+07   0.701825E+07   0.357377E+01
   0.139757E-01   0.134818E+08   0.134644E+08   0.154088E+03   0.256997E+04   0.000000E+00   0.134791E+08   0.134791E+08   0.134772E+08  -0.318527E+00   0.698714E+07   0.698699E+07   0.359423E+01
   0.141319E-01   0.134211E+08   0.134034E+08   0.714219E+02   0.259853E+04   0.000000E+00   0.134183E+08   0.134183E+08   0.134165E+08  -0.317091E+00   0.695565E+07   0.695550E+07   0.361455E+01
   0.142897E-01   0.133600E+08   0.133419E+08   0.324466E+03   0.265592E+04   0.000000E+00   0.133571E+08   0.133571E+08   0.133553E+08  -0.315644E+00   0.692394E+07   0.692378E+07   0.363472E+01
   0.144494E-01   0.132984E+08   0.132800E+08   0.595461E+03   0.250993E+04   0.000000E+00   0.132955E+08   0.132955E+08   0.132938E+08  -0.314187E+00   0.689199E+07   0.689183E+07   0.365472E+01
   0.146109E-01   0.132363E+08   0.132176E+08   0.558080E+03   0.231503E+04   0.000000E+00   0.132334E+08   0.132334E+08   0.132317E+08  -0.312720E+00   0.685981E+07   0.685965E+07   0.367454E+01
   0.147741E-01   0.131739E+08   0.131548E+08   0.363640E+03   0.231723E+04   0.000000E+00   0.131709E+08   0.131709E+08   0.131692E+08  -0.311242E+00   0.682740E+07   0.682723E+07   0.369418E+01
   0.149392E-01   0.131109E+08   0.130916E+08   0.234099E+03   0.238012E+04   0.000000E+00   0.131079E+08   0.131079E+08   0.131063E+08  -0.309753E+00   0.679475E+07   0.679459E+07   0.371361E+01
   0.151061E-01   0.130476E+08   0.130279E+08   0.919719E+02   0.225535E+04   0.000000E+00   0.130445E+08   0.130445E+08   0.130429E+08  -0.308254E+00   0.676188E+07   0.676171E+07   0.373284E+01
   0.152749E-01   0.129838E+08   0.129637E+08  -0.493958E+02   0.207800E+04   0.000000E+00   0.129806E+08   0.129806E+08   0.129791E+08  -0.306745E+00   0.672877E+07   0.672860E+07   0.375184E+01
   0.154455E-01   0.129195E+08   0.128991E+08   0.779554E+02   0.208884E+04   0.000000E+00   0.129163E+08   0.129163E+08   0.129148E+08  -0.305224E+00   0.669544E+07   0.669526E+07   0.377060E+01
   0.156181E-01   0.128548E+08   0.128340E+08   0.404075E+03   0.213719E+04   0.000000E+00   0.128515E+08   0.128515E+08   0.128501E+08  -0.303694E+00   0.666187E+07   0.666169E+07   0.378912E+01
   0.157926E-01   0.127896E+08   0.127685E+08   0.466618E+03   0.200128E+04   0.000000E+00   0.127863E+08   0.127863E+08   0.127849E+08  -0.302152E+00   0.662807E+07   0.662789E+07   0.380738E+01
   0.159691E-01   0.127240E+08   0.127026E+08   0.262853E+03   0.186137E+04   0.000000E+00   0.127207E+08   0.127207E+08   0.127193E+08  -0.300601E+00   0.659404E+07   0.659386E+07   0.382536E+01
   0.161475E-01   0.126580E+08   0.126362E+08   0.268973E+03   0.190378E+04   0.000000E+00   0.126546E+08   0.126546E+08   0.126533E+08  -0.299038E+00   0.655978E+07   0.655959E+07   0.384305E+01
   0.163279E-01   0.125915E+08   0.125693E+08   0.409202E+03   0.191068E+04   0.000000E+00   0.125880E+08   0.125880E+08   0.125868E+08  -0.297466E+00   0.652529E+07   0.652510E+07   0.386045E+01
   0.165103E-01   0.125246E+08   0.125020E+08   0.172877E+03   0.175362E+04   0.000000E+00   0.125211E+08   0.125211E+08   0.125198E+08  -0.295883E+00   0.649057E+07   0.649038E+07   0.387752E+01
   0.166948E-01   0.124572E+08   0.124343E+08  -0.183449E+03   0.168400E+04   0.000000E+00   0.124536E+08   0.124536E+08   0.124524E+08  -0.294289E+00   0.645562E+07   0.645542E+07   0.389427E+01
   0.168813E-01   0.123894E+08   0.123661E+08   0.889175E+01   0.174566E+04   0.000000E+00   0.123858E+08   0.123858E+08   0.123846E+08  -0.292685E+00   0.642044E+07   0.642024E+07   0.391067E+01
   0.170700E-01   0.123212E+08   0.122974E+08   0.446489E+03   0.167572E+04   0.000000E+00   0.123175E+08   0.123175E+08   0.123163E+08  -0.291070E+00   0.638503E+07   0.638483E+07   0.392671E+01
   0.172607E-01   0.122525E+08   0.122284E+08   0.418223E+03   0.153710E+04   0.000000E+00   0.122487E+08   0.122487E+08   0.122476E+08  -0.289446E+00   0.634940E+07   0.634920E+07   0.394237E+01
   0.174535E-01   0.121834E+08   0.121589E+08   0.186196E+03   0.155956E+04   0.000000E+00   0.121795E+08   0.121795E+08   0.121784E+08  -0.287811E+00   0.631354E+07   0.631333E+07   0.395764E+01
   0.176485E-01   0.121138E+08   0.120889E+08   0.237963E+03   0.157115E+04   0.000000E+00   0.121099E+08   0.121099E+08   0.121088E+08  -0.286165E+00   0.627745E+07   0.627724E+07   0.397250E+01
   0.178457E-01   0.120438E+08   0.120185E+08   0.240570E+03   0.143630E+04   0.000000E+00   0.120399E+08   0.120399E+08   0.120388E+08  -0.284510E+00   0.624115E+07   0.624093E+07   0.398693E+01
   0.180451E-01   0.119734E+08   0.119477E+08   0.410404E+01   0.139849E+04   0.000000E+00   0.119694E+08   0.119694E+08   0.119684E+08  -0.282844E+00   0.620461E+07   0.620440E+07   0.400092E+01
   0.182467E-01   0.119026E+08   0.118765E+08  -0.221256E+02   0.144475E+04   0.000000E+00   0.118985E+08   0.118985E+08   0.118975E+08  -0.281169E+00   0.616786E+07   0.616764E+07   0.401446E+01
   0.184506E-01   0.118313E+08   0.118048E+08   0.197755E+03   0.134591E+04   0.000000E+00   0.118272E+08   0.118272E+08   0.118262E+08  -0.279483E+00   0.613089E+07   0.613067E+07   0.402751E+01
   0.186568E-01   0.117596E+08   0.117327E+08   0.318862E+03   0.126916E+04   0.000000E+00   0.117554E+08   0.117554E+08   0.117545E+08  -0.277787E+00   0.609370E+07   0.609347E+07   0.404007E+01
   0.188652E-01   0.116875E+08   0.116602E+08   0.333589E+03   0.131794E+04   0.000000E+00   0.116832E+08   0.116832E+08   0.116824E+08  -0.276082E+00   0.605629E+07   0.605607E+07   0.405212E+01
   0.190760E-01   0.116150E+08   0.115873E+08   0.221407E+03   0.125186E+04   0.000000E+00   0.116107E+08   0.116107E+08   0.116098E+08  -0.274367E+00   0.601867E+07   0.601844E+07   0.406363E+01
   0.192891E-01   0.115421E+08   0.115139E+08   0.879796E+01   0.116105E+04   0.000000E+00   0.115377E+08   0.115377E+08   0.115368E+08  -0.272642E+00   0.598084E+07   0.598061E+07   0.407460E+01
   0.195047E-01   0.114688E+08   0.114402E+08   0.357013E+02   0.120337E+04   0.000000E+00   0.114643E+08   0.114643E+08   0.114635E+08  -0.270907E+00   0.594280E+07   0.594256E+07   0.408500E+01
   0.197226E-01   0.113950E+08   0.113660E+08   0.159536E+03   0.115402E+04   0.000000E+00   0.113905E+08   0.113905E+08   0.113897E+08  -0.269163E+00   0.590455E+07   0.590431E+07   0.409481E+01
   0.199430E-01   0.113209E+08   0.112915E+08   0.102275E+03   0.106508E+04   0.000000E+00   0.113163E+08   0.113163E+08   0.113155E+08  -0.267410E+00   0.586609E+07   0.586585E+07   0.410401E+01
   0.201658E-01   0.112464E+08   0.112165E+08   0.233789E+03   0.110394E+04   0.000000E+00   0.112417E+08   0.112417E+08   0.112410E+08  -0.265647E+00   0.582744E+07   0.582719E+07   0.411258E+01
   0.203911E-01   0.111715E+08   0.111412E+08   0.380116E+03   0.105490E+04   0.000000E+00   0.111668E+08   0.111668E+08   0.111660E+08  -0.263876E+00   0.578858E+07   0.578833E+07   0.412050E+01
   0.206189E-01   0.110962E+08   0.110655E+08   0.642569E+02   0.978450E+03   0.000000E+00   0.110914E+08   0.110914E+08   0.110907E+08  -0.262095E+00   0.574952E+07   0.574927E+07   0.412776E+01
   0.208493E-01   0.110206E+08   0.109894E+08  -0.814676E+02   0.101722E+04   0.000000E+00   0.110157E+08   0.110157E+08   0.110150E+08  -0.260306E+00   0.571028E+07   0.571002E+07   0.413432E+01
   0.210822E-01   0.109446E+08   0.109130E+08   0.150178E+03   0.955702E+03   0.000000E+00   0.109396E+08   0.109396E+08   0.109390E+08  -0.258508E+00   0.567084E+07   0.567058E+07   0.414018E+01
   0.213178E-01   0.108682E+08   0.108362E+08   0.141388E+03   0.903425E+03   0.000000E+00   0.108632E+08   0.108632E+08   0.108625E+08  -0.256702E+00   0.563122E+07   0.563096E+07   0.414531E+01
   0.215560E-01   0.107915E+08   0.107590E+08   0.154242E+03   0.937017E+03   0.000000E+00   0.107864E+08   0.107864E+08   0.107858E+08  -0.254887E+00   0.559142E+07   0.559115E+07   0.414968E+01
   0.217968E-01   0.107144E+08   0.106815E+08   0.280158E+03   0.858765E+03   0.000000E+00   0.107093E+08   0.107093E+08   0.107087E+08  -0.253064E+00   0.555143E+07   0.555116E+07   0.415328E+01
   0.220404E-01   0.106370E+08   0.106037E+08   0.108993E+03   0.843492E+03   0.000000E+00   0.106318E+08   0.106318E+08   0.106312E+08  -0.251233E+00   0.551128E+07   0.551100E+07   0.415609E+01
   0.222866E-01   0.105593E+08   0.105255E+08  -0.260708E+02   0.853451E+03   0.000000E+00   0.105540E+08   0.105540E+08   0.105534E+08  -0.249395E+00   0.547095E+07   0.547068E+07   0.415809E+01
   0.225356E-01   0.104813E+08   0.104471E+08   0.437805E+02   0.772978E+03   0.000000E+00   0.104759E+08   0.104759E+08   0.104753E+08  -0.247549E+00   0.543046E+07   0.543018E+07   0.415924E+01
   0.227874E-01   0.104029E+08   0.103683E+08   0.165466E+03   0.794994E+03   0.000000E+00   0.103975E+08   0.103975E+08   0.103969E+08  -0.245696E+00   0.538982E+07   0.538953E+07   0.415954E+01
   0.230420E-01   0.103243E+08   0.102892E+08   0.225353E+03   0.759526E+03   0.000000E+00   0.103188E+08   0.103188E+08   0.103182E+08  -0.243836E+00   0.534901E+07   0.534872E+07   0.415896E+01
   0.232995E-01   0.102453E+08   0.102098E+08   0.109057E+03   0.713507E+03   0.000000E+00   0.102398E+08   0.102398E+08   0.102393E+08  -0.241969E+00   0.530806E+07   0.530777E+07   0.415747E+01
   0.235598E-01   0.101661E+08   0.101302E+08   0.906829E+02   0.738349E+03   0.000000E+00   0.101605E+08   0.101605E+08   0.101600E+08  -0.240095E+00   0.526697E+07   0.526667E+07   0.415506E+01
   0.238230E-01   0.100866E+08   0.100503E+08   0.187267E+02   0.668662E+03   0.000000E+00   0.100809E+08   0.100809E+08   0.100805E+08  -0.238216E+00   0.522573E+07   0.522544E+07   0.415171E+01
   0.240892E-01   0.100069E+08   0.997015E+07   0.908634E+01   0.680375E+03   0.000000E+00   0.100012E+08   0.100012E+08   0.100007E+08  -0.236330E+00   0.518437E+07   0.518407E+07   0.414739E+01
   0.243584E-01   0.992693E+07   0.988977E+07   0.257052E+03   0.653920E+03   0.000000E+00   0.992112E+07   0.992112E+07   0.992066E+07  -0.234439E+00   0.514288E+07   0.514258E+07   0.414208E+01
   0.246305E-01   0.984674E+07   0.980916E+07   0.132984E+03   0.615504E+03   0.000000E+00   0.984086E+07   0.984086E+07   0.984041E+07  -0.232542E+00   0.510128E+07   0.510098E+07   0.413577E+01
   0.249057E-01   0.976633E+07   0.972834E+07   0.351502E+02   0.633110E+03   0.000000E+00   0.976038E+07   0.976038E+07   0.975995E+07  -0.230640E+00   0.505957E+07   0.505926E+07   0.412842E+01
   0.251840E-01   0.968572E+07   0.964733E+07   0.702301E+02   0.571579E+03   0.000000E+00   0.967971E+07   0.967971E+07   0.967929E+07  -0.228734E+00   0.501775E+07   0.501744E+07   0.412002E+01
   0.254654E-01   0.960492E+07   0.956613E+07  -0.747450E+00   0.592918E+03   0.000000E+00   0.959885E+07   0.959885E+07   0.959845E+07  -0.226823E+00   0.497584E+07   0.497552E+07   0.411056E+01
   0.257499E-01   0.952396E+07   0.948478E+07   0.166152E+03   0.547501E+03   0.000000E+00   0.951783E+07   0.951783E+07   0.951744E+07  -0.224908E+00   0.493384E+07   0.493352E+07   0.410000E+01
   0.260376E-01   0.944284E+07   0.940327E+07   0.160147E+03   0.543678E+03   0.000000E+00   0.943665E+07   0.943665E+07   0.943627E+07  -0.222990E+00   0.489176E+07   0.489144E+07   0.408833E+01
   0.263285E-01   0.936159E+07   0.932164E+07   0.394858E+02   0.529127E+03   0.000000E+00   0.935534E+07   0.935534E+07   0.935497E+07  -0.221068E+00   0.484961E+07   0.484928E+07   0.407553E+01
   0.266227E-01   0.928021E+07   0.923989E+07   0.403421E+01   0.498299E+03   0.000000E+00   0.927390E+07   0.927390E+07   0.927354E+07  -0.219144E+00   0.480739E+07   0.480707E+07   0.406158E+01
   0.269202E-01   0.919873E+07   0.915805E+07   0.797919E+02   0.507029E+03   0.000000E+00   0.919237E+07   0.919237E+07   0.919202E+07  -0.217217E+00   0.476513E+07   0.476480E+07   0.404646E+01
   0.272209E-01   0.911717E+07   0.907613E+07   0.105465E+03   0.461665E+03   0.000000E+00   0.911075E+07   0.911075E+07   0.911041E+07  -0.215289E+00   0.472282E+07   0.472249E+07   0.403016E+01
   0.275251E-01   0.903554E+07   0.899416E+07   0.134075E+03   0.479921E+03   0.000000E+00   0.902907E+07   0.902907E+07   0.902874E+07  -0.213358E+00   0.468048E+07   0.468015E+07   0.401266E+01
   0.278326E-01   0.895387E+07   0.891214E+07   0.326139E+02   0.432292E+03   0.000000E+00   0.894734E+07   0.894734E+07   0.894702E+07  -0.211427E+00   0.463812E+07   0.463778E+07   0.399394E+01
   0.281436E-01   0.887217E+07   0.883011E+07  -0.209639E+02   0.450485E+03   0.000000E+00   0.886558E+07   0.886558E+07   0.886528E+07  -0.209495E+00   0.459574E+07   0.459540E+07   0.397399E+01
   0.284581E-01   0.879046E+07   0.874809E+07   0.131335E+03   0.406949E+03   0.000000E+00   0.878383E+07   0.878383E+07   0.878353E+07  -0.207563E+00   0.455336E+07   0.455302E+07   0.395279E+01
   0.287760E-01   0.870876E+07   0.866609E+07   0.689954E+02   0.421541E+03   0.000000E+00   0.870208E+07   0.870208E+07   0.870180E+07  -0.205631E+00   0.451098E+07   0.451064E+07   0.393033E+01
   0.290975E-01   0.862710E+07   0.858413E+07   0.105065E+03   0.383228E+03   0.000000E+00   0.862038E+07   0.862038E+07   0.862010E+07  -0.203701E+00   0.446863E+07   0.446829E+07   0.390660E+01
   0.294226E-01   0.854550E+07   0.850225E+07  -0.237270E+02   0.394685E+03   0.000000E+00   0.853874E+07   0.853874E+07   0.853846E+07  -0.201771E+00   0.442631E+07   0.442597E+07   0.388158E+01
   0.297514E-01   0.846398E+07   0.842046E+07   0.535739E+02   0.359999E+03   0.000000E+00   0.845717E+07   0.845717E+07   0.845691E+07  -0.199844E+00   0.438403E+07   0.438369E+07   0.385526E+01
   0.300838E-01   0.838257E+07   0.833879E+07   0.105419E+03   0.370379E+03   0.000000E+00   0.837572E+07   0.837572E+07   0.837546E+07  -0.197919E+00   0.434181E+07   0.434146E+07   0.382763E+01
   0.304199E-01   0.830128E+07   0.825726E+07   0.651970E+02   0.337080E+03   0.000000E+00   0.829439E+07   0.829439E+07   0.829414E+07  -0.195997E+00   0.429965E+07   0.429930E+07   0.379870E+01
   0.307598E-01   0.822014E+07   0.817589E+07   0.177926E+02   0.348313E+03   0.000000E+00   0.821322E+07   0.821322E+07   0.821298E+07  -0.194079E+00   0.425757E+07   0.425722E+07   0.376844E+01
   0.311035E-01   0.813918E+07   0.809472E+07   0.215281E+02   0.314958E+03   0.000000E+00   0.813222E+07   0.813222E+07   0.813199E+07  -0.192165E+00   0.421559E+07   0.421524E+07   0.373686E+01
   0.314510E-01   0.805842E+07   0.801377E+07   0.814593E+02   0.327556E+03   0.000000E+00   0.805143E+07   0.805143E+07   0.805121E+07  -0.190256E+00   0.417371E+07   0.417336E+07   0.370395E+01
   0.318024E-01   0.797789E+07   0.793305E+07   0.789715E+02   0.294742E+03   0.000000E+00   0.797087E+07   0.797087E+07   0.797066E+07  -0.188352E+00   0.413195E+07   0.413160E+07   0.366970E+01
   0.321577E-01   0.789761E+07   0.785261E+07  -0.538122E+01   0.306596E+03   0.000000E+00   0.789056E+07   0.789056E+07   0.789036E+07  -0.186455E+00   0.409032E+07   0.408997E+07   0.363413E+01
   0.325170E-01   0.781760E+07   0.777247E+07   0.402527E+02   0.277985E+03   0.000000E+00   0.781054E+07   0.781054E+07   0.781034E+07  -0.184563E+00   0.404884E+07   0.404848E+07   0.359722E+01
   0.328804E-01   0.773791E+07   0.769265E+07   0.546314E+02   0.283824E+03   0.000000E+00   0.773082E+07   0.773082E+07   0.773063E+07  -0.182680E+00   0.400751E+07   0.400716E+07   0.355898E+01
   0.332477E-01   0.765854E+07   0.761318E+07   0.703540E+02   0.265714E+03   0.000000E+00   0.765144E+07   0.765144E+07   0.765125E+07  -0.180804E+00   0.396636E+07   0.396601E+07   0.351943E+01
   0.336192E-01   0.757954E+07   0.753409E+07  -0.719778E+01   0.259100E+03   0.000000E+00   0.757243E+07   0.757243E+07   0.757224E+07  -0.178937E+00   0.392540E+07   0.392505E+07   0.347856E+01
   0.339948E-01   0.750092E+07   0.745541E+07   0.368830E+02   0.256350E+03   0.000000E+00   0.749380E+07   0.749380E+07   0.749362E+07  -0.177079E+00   0.388464E+07   0.388429E+07   0.343638E+01
   0.343747E-01   0.742272E+07   0.737716E+07   0.576432E+02   0.235921E+03   0.000000E+00   0.741559E+07   0.741559E+07   0.741542E+07  -0.175231E+00   0.384410E+07   0.384375E+07   0.339290E+01
   0.347587E-01   0.734496E+07   0.729938E+07   0.393091E+02   0.244343E+03   0.000000E+00   0.733782E+07   0.733782E+07   0.733766E+07  -0.173393E+00   0.380379E+07   0.380344E+07   0.334815E+01
   0.351471E-01   0.726766E+07   0.722208E+07  -0.612539E+01   0.220696E+03   0.000000E+00   0.726053E+07   0.726053E+07   0.726037E+07  -0.171566E+00   0.376373E+07   0.376338E+07   0.330213E+01
   0.355398E-01   0.719087E+07   0.714531E+07   0.542739E+02   0.224248E+03   0.000000E+00   0.718374E+07   0.718374E+07   0.718358E+07  -0.169752E+00   0.372392E+07   0.372357E+07   0.325486E+01
   0.359369E-01   0.711460E+07   0.706909E+07   0.277531E+02   0.214923E+03   0.000000E+00   0.710748E+07   0.710748E+07   0.710733E+07  -0.167950E+00   0.368439E+07   0.368404E+07   0.320637E+01
   0.363384E-01   0.703888E+07   0.699345E+07   0.359389E+02   0.200736E+03   0.000000E+00   0.703177E+07   0.703177E+07   0.703163E+07  -0.166161E+00   0.364514E+07   0.364480E+07   0.315667E+01
   0.367444E-01   0.696375E+07   0.691840E+07  -0.121445E+02   0.207231E+03   0.000000E+00   0.695665E+07   0.695665E+07   0.695651E+07  -0.164386E+00   0.360620E+07   0.360586E+07   0.310580E+01
   0.371550E-01   0.688922E+07   0.684400E+07   0.663015E+02   0.188316E+03   0.000000E+00   0.688214E+07   0.688214E+07   0.688201E+07  -0.162625E+00   0.356758E+07   0.356724E+07   0.305378E+01
   0.375701E-01   0.681533E+07   0.677025E+07   0.785887E+01   0.186812E+03   0.000000E+00   0.680827E+07   0.680827E+07   0.680814E+07  -0.160879E+00   0.352929E+07   0.352895E+07   0.300064E+01
   0.379899E-01   0.674209E+07   0.669718E+07   0.110506E+02   0.186173E+03   0.000000E+00   0.673506E+07   0.673506E+07   0.673494E+07  -0.159149E+00   0.349134E+07   0.349100E+07   0.294642E+01
   0.384144E-01   0.666955E+07   0.662483E+07   0.263129E+02   0.168738E+03   0.000000E+00   0.666255E+07   0.666255E+07   0.666243E+07  -0.157436E+00   0.345375E+07   0.345341E+07   0.289116E+01
   0.388436E-01   0.659771E+07   0.655322E+07   0.364936E+02   0.171802E+03   0.000000E+00   0.659075E+07   0.659075E+07   0.659063E+07  -0.155739E+00   0.341653E+07   0.341620E+07   0.283489E+01
   0.392776E-01   0.652661E+07   0.648237E+07  -0.130030E+02   0.167236E+03   0.000000E+00   0.651969E+07   0.651969E+07   0.651957E+07  -0.154060E+00   0.337969E+07   0.337936E+07   0.277766E+01
   0.397164E-01   0.645627E+07   0.641231E+07   0.358752E+02   0.152631E+03   0.000000E+00   0.644939E+07   0.644939E+07   0.644928E+07  -0.152399E+00   0.334325E+07   0.334293E+07   0.271952E+01
   0.401602E-01   0.638672E+07   0.634305E+07   0.209783E+02   0.155669E+03   0.000000E+00   0.637989E+07   0.637989E+07   0.637978E+07  -0.150757E+00   0.330722E+07   0.330690E+07   0.266051E+01
   0.406089E-01   0.631797E+07   0.627463E+07  -0.760654E+01   0.151937E+03   0.000000E+00   0.631119E+07   0.631119E+07   0.631109E+07  -0.149133E+00   0.327161E+07   0.327129E+07   0.260068E+01
   0.410626E-01   0.625005E+07   0.620707E+07   0.325347E+02   0.138456E+03   0.000000E+00   0.624333E+07   0.624333E+07   0.624322E+07  -0.147530E+00   0.323643E+07   0.323612E+07   0.254010E+01
   0.415214E-01   0.618298E+07   0.614038E+07   0.784920E+01   0.138945E+03   0.000000E+00   0.617631E+07   0.617631E+07   0.617621E+07  -0.145946E+00   0.320169E+07   0.320138E+07   0.247882E+01
   0.419853E-01   0.611677E+07   0.607458E+07   0.657135E+01   0.139085E+03   0.000000E+00   0.611017E+07   0.611017E+07   0.611007E+07  -0.144383E+00   0.316740E+07   0.316710E+07   0.241690E+01
   0.424544E-01   0.605144E+07   0.600969E+07   0.830450E+01   0.127425E+03   0.000000E+00   0.604491E+07   0.604491E+07   0.604482E+07  -0.142841E+00   0.313357E+07   0.313327E+07   0.235441E+01
   0.429288E-01   0.598702E+07   0.594572E+07   0.242796E+02   0.122323E+03   0.000000E+00   0.598056E+07   0.598056E+07   0.598047E+07  -0.141320E+00   0.310021E+07   0.309992E+07   0.229141E+01
   0.434084E-01   0.592351E+07   0.588270E+07  -0.502646E+01   0.125198E+03   0.000000E+00   0.591712E+07   0.591712E+07   0.591703E+07  -0.139821E+00   0.306733E+07   0.306704E+07   0.222797E+01
   0.438934E-01   0.586092E+07   0.582062E+07   0.163272E+01   0.120183E+03   0.000000E+00   0.585461E+07   0.585461E+07   0.585453E+07  -0.138344E+00   0.303493E+07   0.303464E+07   0.216417E+01
   0.443839E-01   0.579927E+07   0.575951E+07   0.291925E+02   0.110327E+03   0.000000E+00   0.579305E+07   0.579305E+07   0.579297E+07  -0.136889E+00   0.300301E+07   0.300273E+07   0.210009E+01
   0.448798E-01   0.573857E+07   0.569937E+07  -0.115086E+02   0.108077E+03   0.000000E+00   0.573243E+07   0.573243E+07   0.573236E+07  -0.135457E+00   0.297159E+07   0.297132E+07   0.203579E+01
   0.453812E-01   0.567882E+07   0.564021E+07   0.744928E+01   0.109935E+03   0.000000E+00   0.567278E+07   0.567278E+07   0.567270E+07  -0.134047E+00   0.294067E+07   0.294040E+07   0.197137E+01
   0.458882E-01   0.562003E+07   0.558203E+07   0.109864E+02   0.105907E+03   0.000000E+00   0.561408E+07   0.561408E+07   0.561401E+07  -0.132660E+00   0.291024E+07   0.290998E+07   0.190690E+01
   0.464010E-01   0.556220E+07   0.552483E+07  -0.828482E+01   0.977271E+02   0.000000E+00   0.555635E+07   0.555635E+07   0.555628E+07  -0.131296E+00   0.288031E+07   0.288006E+07   0.184248E+01
   0.469194E-01   0.550533E+07   0.546862E+07   0.207691E+02   0.934991E+02   0.000000E+00   0.549959E+07   0.549959E+07   0.549952E+07  -0.129955E+00   0.285089E+07   0.285064E+07   0.177819E+01
   0.474436E-01   0.544943E+07   0.541338E+07  -0.424736E+01   0.941865E+02   0.000000E+00   0.544379E+07   0.544379E+07   0.544372E+07  -0.128636E+00   0.282196E+07   0.282172E+07   0.171411E+01
   0.479737E-01   0.539448E+07   0.535913E+07  -0.107145E+02   0.940262E+02   0.000000E+00   0.538894E+07   0.538894E+07   0.538888E+07  -0.127340E+00   0.279353E+07   0.279329E+07   0.165035E+01
   0.485097E-01   0.534047E+07   0.530583E+07   0.134010E+02   0.896603E+02   0.000000E+00   0.533505E+07   0.533505E+07   0.533499E+07  -0.126067E+00   0.276559E+07   0.276536E+07   0.158700E+01
   0.490517E-01   0.528741E+07   0.525350E+07   0.638290E+00   0.834634E+02   0.000000E+00   0.528211E+07   0.528211E+07   0.528205E+07  -0.124816E+00   0.273815E+07   0.273792E+07   0.152415E+01
   0.495998E-01   0.523528E+07   0.520211E+07   0.406271E+01   0.793042E+02   0.000000E+00   0.523009E+07   0.523009E+07   0.523003E+07  -0.123587E+00   0.271118E+07   0.271096E+07   0.146189E+01
   0.501540E-01   0.518406E+07   0.515165E+07  -0.592011E+01   0.782189E+02   0.000000E+00   0.517899E+07   0.517899E+07   0.517893E+07  -0.122379E+00   0.268469E+07   0.268448E+07   0.140033E+01
   0.507144E-01   0.513374E+07   0.510210E+07   0.296235E+01   0.783624E+02   0.000000E+00   0.512879E+07   0.512879E+07   0.512873E+07  -0.121193E+00   0.265867E+07   0.265846E+07   0.133956E+01
   0.512810E-01   0.508429E+07   0.505343E+07  -0.188687E+01   0.775003E+02   0.000000E+00   0.507946E+07   0.507946E+07   0.507941E+07  -0.120027E+00   0.263310E+07   0.263290E+07   0.127967E+01
   0.518540E-01   0.503570E+07   0.500563E+07  -0.169234E+02   0.748210E+02   0.000000E+00   0.503099E+07   0.503099E+07   0.503094E+07  -0.118882E+00   0.260797E+07   0.260778E+07   0.122078E+01
   0.524333E-01   0.498794E+07   0.495866E+07   0.202243E+02   0.709539E+02   0.000000E+00   0.498335E+07   0.498335E+07   0.498330E+07  -0.117756E+00   0.258327E+07   0.258309E+07   0.116296E+01
   0.530192E-01   0.494097E+07   0.491250E+07  -0.306148E+01   0.670203E+02   0.000000E+00   0.493651E+07   0.493651E+07   0.493647E+07  -0.116649E+00   0.255899E+07   0.255882E+07   0.110631E+01
   0.536116E-01   0.489477E+07   0.486710E+07  -0.420066E+01   0.638135E+02   0.000000E+00   0.489044E+07   0.489044E+07   0.489040E+07  -0.115561E+00   0.253511E+07   0.253494E+07   0.105095E+01
   0.542106E-01   0.484931E+07   0.482245E+07  -0.952547E+00   0.615460E+02   0.000000E+00   0.484511E+07   0.484511E+07   0.484506E+07  -0.114489E+00   0.251161E+07   0.251145E+07   0.996941E+00
   0.548163E-01   0.480455E+07   0.477849E+07  -0.253927E+01   0.600132E+02   0.000000E+00   0.480047E+07   0.480047E+07   0.480043E+07  -0.113435E+00   0.248847E+07   0.248831E+07   0.944391E+00
